Name;Level;TID;InfoTID;DisableProduction;SpellForgeLevel;LaboratoryLevel;DonateCost;HousingSpace;TrainingTime;DeployTimeMS;ChargingTimeMS;HitTimeMS;UpgradeTimeH;UpgradeResource;UpgradeCost;BoostTimeMS;SpeedBoost;SpeedBoost2;JumpHousingLimit;JumpBoostMS;DamageBoostPercent;BuildingDamageBoostPercent;Damage;TroopDamagePermil;BuildingDamagePermil;ExecuteHealthPermil;DamagePermilMin;PreferredDamagePermilMin;Radius;NumberOfHits;RandomRadius;TimeBetweenHitsMS;IconSWF;IconExportName;BigPicture;PreDeployEffect;DeployEffect;DeployEffect2Delay;DeployEffect2;ChargingEffect;HitEffect;RandomRadiusAffectsOnlyGfx;FreezeTimeMS;SpawnObstacle;NumObstacles;StrengthWeight;ProductionBuilding;TargetInfoString;PreferredTarget;PreferredTargetDamageMod;HeroDamageMultiplier;ShieldProjectileSpeed;ShieldProjectileDamageMod;ExtraHealthPermil;ExtraHealthMin;ExtraHealthMax;PoisonDPS;PoisonIncreaseSlowly;AttackSpeedBoost;BoostLinkedToPoison;PoisonAffectAir;ScaleDeployEffects;ShieldTime;ShieldProtectionPercent;MaxUnitsHit;EnemyDeployEffect;SnapToGrid;DuplicateHousing;DuplicateLifetime;SummonTroop;UnitsToSpawn;ShrinkReduceSpeedRatio;ShrinkHitpointsRatio;SpawnDuration;SpawnFirstGroupSize;DamageTHPercent;ScaleByTH;EnabledByCalendar;VillageType;PauseCombatComponentsMs;UpgradeLevelByTH;ChangeTeamTime;InvisibilityTime;FreezeOuterTimeMS;ConeAngle;FreezePercent;MinRadius;MinDamage;StunTimeMS;TornadoForce1;TornadoForce2;TornadoForce3;TornadoForce4;TornadoForce5;TornadoForceAir1;TornadoForceAir2;TornadoForceAir3;TornadoForceAir4;TornadoForceAir5;TornadoRotationSpeed;TornadoSpeedTowardsCenter;TornadoInnerRadius;TornadoInnerForcePercent;TornadoOuterForcePercent;ChainSpell;AffectsSiegeMachines;BoostDefenders;ImmunitySiegeMachines;ImmunityOtherCharacters;ImmunityTH_CC;ImmunityStorages;ImmunityWalls;ImmunityOtherBuildings;CapitalAttackCount;DestroyWalls;RecallHousing
Shield;8;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;7000;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;9;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;7500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;10;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;8000;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;11;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;8500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;12;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;8750;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;1;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;200;0;70;320;;-70;;;TRUE;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;2;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;211;0;76;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;3;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;222;0;82;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;4;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;233;0;88;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;5;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;244;0;94;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;6;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;256;0;101;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;7;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;268;0;108;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;8;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;281;0;116;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;9;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;295;0;125;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;10;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;310;0;135;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;11;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;326;0;146;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;12;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;343;0;158;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;13;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;361;0;171;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;14;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;380;0;185;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;15;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;400;0;200;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;16;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;420;0;215;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;17;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;440;0;230;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;18;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;460;0;245;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;19;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;480;0;260;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;20;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;500;0;275;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;21;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;520;0;290;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;22;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;540;0;305;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;23;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;560;0;320;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;24;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;580;0;335;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;25;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;600;0;350;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;26;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;620;0;365;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;27;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;640;0;380;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;28;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;660;0;395;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Growth;29;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;300;186;DarkElixir;77000;1000;52;26;100;400;-40;75;0;0;58;0;0;0;900;4000;200;300;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Growth aura;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;680;0;410;320;;-70;;;;8750;100;0;Enemy growth aura;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
