Name;BuildingLevel;TID;InfoTID;BuildingClass;SecondaryTargetingClass;ShopBuildingClass;SWF;ExportName;ExportNameNpc;ExportNameConstruction;ExportNameLocked;BuildTimeD;BuildTimeH;BuildTimeM;BuildTimeS;BuildResource;BuildCost;TownHallLevel;CapitalHallLevel;Width;Height;Icon;ExportNameBuildAnim;ExportNameUpgradeAnim;MaxStoredGold;MaxStoredElixir;MaxStoredDarkElixir;MaxStoredWarGold;MaxStoredWarElixir;MaxStoredWarDarkElixir;MaxStoredGold2;MaxStoredElixir2;PercentageStoredGold;PercentageStoredElixir;PercentageStoredDarkElixir;LootOnDestruction;Bunker;Village2Housing;HousingSpace;HousingSpaceAlt;HousingSpaceSiege;ProducesResource;ResourcePer100Hours;ResourceMax;ResourceIconLimit;UnitProduction;UpgradesUnitType;ProducesUnitsOfType;LevelRequirementTID;BoostCost;FreeBoost;Hitpoints;RegenTime;AttackRange;AltAttackMode;AltAttackRange;PrepareSpeed;AttackSpeed;AltAttackSpeed;CoolDownOverride;DPS;AltDPS;Damage;PreferredTarget;PreferredTargetDamageMod;RandomHitPosition;DestroyEffect;DestroyDamageEffect;AttackEffect;AttackEffect2;ChainAttackDistance;ChainAttackMaxTargets;ChainAttackDelay;ChainAttackDamageReductionPercent;AttackEffectAlt;HitEffect;Projectile;AltProjectile;ExportNameDamagedSWF;ExportNameDamaged;BuildingW;BuildingH;BaseGfx;ExportNameBase;AirTargets;GroundTargets;MultiTargets;NumMultiTargets;AltAirTargets;AltGroundTargets;AltMultiTargets;AmmoCount;AmmoResource;AmmoCost;MinAttackRange;DamageRadius;PushBack;WallCornerPieces;LoadAmmoEffect;NoAmmoEffect;ToggleAttackModeEffect;PickUpEffect;PlacingEffect;AnimateTurret;DefenderCharacter;DefenderCount;DefenderZ;AltDefenderZ;DestructionXP;Locked;StartingHomeCount;Hidden;AOESpell;AOESpellAlternate;TriggerRadius;ExportNameTriggered;AppearEffect;ForgesSpells;ForgesMiniSpells;IsHeroBarrack;HeroType;IncreasingDamage;DPSLv2;DPSLv3;DPSMulti;Lv2SwitchTime;Lv3SwitchTime;AttackEffectLv2;AttackEffectLv3;TransitionEffectLv2;TransitionEffectLv3;AltNumMultiTargets;PreventsHealing;StrengthWeight;AlternatePickNewTargetDelay;AltBuildResource;SpeedMod;StatusEffectTime;ShockwavePushStrength;ShockwaveArcLength;ShockwaveExpandRadius;TargetingConeAngle;AimRotateStep;PenetratingProjectile;PenetratingRadius;PenetratingExtraRange;TurnSpeed;NeedsAim;TargetGroups;TargetGroupsRadius;HitSpell;HitSpellLevel;ExportNameBeamStart;ExportNameBeamEnd;Damage2;Damage2Radius;Damage2Delay;Damage2Min;Damage2FalloffStart;Damage2FalloffEnd;HitEffect2;WakeUpSpeed;WakeUpSpace;PreAttackEffect;ShareHeroCombatData;BurstCount;BurstDelay;AltBurstCount;AltBurstDelay;DummyProjectileCount;DieDamage;DieDamageRadius;DieDamageEffect;DieDamageDelay;IsRed;VillageType;WallBlockX;WallBlockY;RedMul;GreenMul;BlueMul;RedAdd;GreenAdd;BlueAdd;DefenceTroopCount;DefenceTroopCharacter;DefenceTroopCharacter2;DefenceTroopLevel;AmountCanBeUpgraded;SelfAsAoeCenter;NewTargetAttackDelay;GearUpBuilding;GearUpLevelRequirement;GearUpResource;GearUpCost;GearUpTime;GearUpTID;StartUpgradeBoosterCost;ActivateCombatOnDamageTaken;ActivatedCombatAddBuildingClass;CombatActivationDelay;CombatActivationEffect;Weapon;HintPriority;UpgradeTasks;UpgradeTasksRequired;AnimationActionFrame;SpellOnNearbyDamage;DamagePermilHp;ProjectileVariantByTargetMaxHP;DefaultProjectileVariant;PreviewScenario;CustomTargetHitBuildingInRange;UnlockWeaponMode
Barrack2;6;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl6;new_TH_lvl1;barracks_const;adv_training_camp_broken;0;6;0;0;Elixir2;150000;4;4;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;45;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;605;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Barrack2;7;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl7;new_TH_lvl1;barracks_const;adv_training_camp_broken;0;8;0;0;Elixir2;300000;5;5;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;50;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;696;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Barrack2;8;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl8;new_TH_lvl1;barracks_const;adv_training_camp_broken;0;10;0;0;Elixir2;500000;6;6;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;800;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Barrack2;9;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl9;new_TH_lvl1;barracks_const;adv_training_camp_broken;0;12;0;0;Elixir2;1000000;7;7;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;920;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Barrack2;10;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl10;new_TH_lvl1;barracks_const;adv_training_camp_broken;1;0;0;0;Elixir2;1500000;8;8;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1058;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Barrack2;11;TID_BUILDING_BARRACK2;TID_BARRACK2_INFO;Army;Resource;Army;sc/buildings2.sc;adv_training_camp_lvl11;new_TH_lvl1;barracks_const;adv_training_camp_broken;1;12;0;0;Elixir2;2000000;9;9;3;3;0;barracks_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1111;1;600;;1000;600;1100;1000;6992;94;99;40;0;0;;Building Destroyed;Bomb Tower Destroyed4;Bomb Tower Throw Start;Tesla Attack_10_Secondary;0;0;0;0;0;Bomb Tower Hit3;Bomb Tower Ammo3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;3;3;-1;barracks_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Training Barrack Pickup;Training Barrack Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;100;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;750;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense;;0
Double Cannon;1;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl1;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;0;0;10;0;Gold2;20000;2;2;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;600;1;700;;1000;600;1600;1000;800;94;99;50;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Small;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball1;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl1_base;FALSE;TRUE;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;TRUE;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;436;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;2;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl2;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;0;1;0;0;Gold2;50000;3;3;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;690;1;700;;1000;600;1600;1000;800;94;99;55;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Small;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball2;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl2_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;456;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;3;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl3;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;0;3;0;0;Gold2;80000;3;3;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;794;1;700;;1000;600;1600;1000;800;94;99;61;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Small;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball3;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl3_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;476;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;4;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl4;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;0;12;0;0;Gold2;300000;4;4;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;913;1;700;;1000;600;1600;1000;800;94;99;67;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Small;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball4;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl4_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;496;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;5;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl6;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;1;0;0;0;Gold2;900000;5;5;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1050;1;700;;1000;600;1600;1000;800;94;99;74;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Medium;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball6;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl7_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;520;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;6;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl8;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;1;0;0;0;Gold2;1400000;6;6;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1208;1;700;;1000;600;1600;1000;800;94;99;81;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Large;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball8;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl8_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;544;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Double Cannon;7;TID_BUILDING_DOUBLE_CANNON;TID_DOUBLE_CANNON_INFO;Defense;Resource;Army;sc/buildings2.sc;doubleCannon_lvl9;new_TH_lvl1;basic_turret_const;adv_training_camp_broken;2;0;0;0;Gold2;2200000;7;7;3;3;0;goldmine_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;0;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1389;1;700;;1000;600;1600;1000;800;94;99;89;0;0;;Building Destroyed;Bomb Tower Destroyed4;Double Cannon Attack Large;Tesla Attack_10_Secondary;0;0;0;0;0;Generic Hit;DoubleCannonball9;Rapidfire arrow lvl7;0;rockWood_destructed_tiles3;2;2;-1;basic_cannon2_lvl9_base;FALSE;;;0;;;;30;Elixir;55000;700;150;50;Looping;Artillery Load;Artillery No Ammo;Dark Tower Target;Double Cannon Pickup;Double Cannon Placing;;BomberTower_lvl3;1;155;100;9;;1;;0;0;600;teslatower_lvl13;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;568;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;192;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
